X,CH1,Start,Increment,
Sequence,Volt,-5.540000e-07,2.500000e-10,
0,-3.281250e-03,
1,-5.468750e-03,
2,-7.500000e-03,
3,-8.906250e-03,
4,-1.015625e-02,
5,-1.125000e-02,
6,-1.203125e-02,
7,-1.265625e-02,
8,-1.296875e-02,
9,-1.296875e-02,
10,-1.265625e-02,
11,-1.187500e-02,
12,-1.093750e-02,
13,-9.531250e-03,
14,-7.968750e-03,
15,-6.093750e-03,
16,-4.375000e-03,
17,-2.343750e-03,
18,-3.125000e-04,
19,1.875000e-03,
20,3.906250e-03,
21,6.250000e-03,
22,8.125000e-03,
23,1.000000e-02,
24,1.125000e-02,
25,1.234375e-02,
26,1.296875e-02,
27,1.343750e-02,
28,1.359375e-02,
29,1.343750e-02,
30,1.312500e-02,
31,1.234375e-02,
32,1.140625e-02,
33,9.843750e-03,
34,8.281250e-03,
35,6.562500e-03,
36,4.843750e-03,
37,2.812500e-03,
38,1.093750e-03,
39,-1.093750e-03,
40,-2.968750e-03,
41,-5.156250e-03,
42,-7.187500e-03,
43,-9.062500e-03,
44,-1.046875e-02,
45,-1.171875e-02,
46,-1.218750e-02,
47,-1.265625e-02,
48,-1.281250e-02,
49,-1.265625e-02,
50,-1.250000e-02,
51,-1.171875e-02,
52,-1.078125e-02,
53,-9.531250e-03,
54,-7.968750e-03,
55,-5.937500e-03,
56,-4.062500e-03,
57,-1.875000e-03,
58,1.562500e-04,
59,2.500000e-03,
60,4.375000e-03,
61,6.562500e-03,
62,8.281250e-03,
63,1.015625e-02,
64,1.156250e-02,
65,1.265625e-02,
66,1.359375e-02,
67,1.390625e-02,
68,1.375000e-02,
69,1.343750e-02,
70,1.296875e-02,
71,1.218750e-02,
72,1.125000e-02,
73,1.015625e-02,
74,8.750000e-03,
75,7.187500e-03,
76,5.312500e-03,
77,3.125000e-03,
78,1.250000e-03,
79,-7.812500e-04,
80,-2.812500e-03,
81,-5.156250e-03,
82,-7.031250e-03,
83,-8.750000e-03,
84,-1.000000e-02,
85,-1.125000e-02,
86,-1.203125e-02,
87,-1.265625e-02,
88,-1.281250e-02,
89,-1.281250e-02,
90,-1.265625e-02,
91,-1.187500e-02,
92,-1.078125e-02,
93,-9.218750e-03,
94,-7.500000e-03,
95,-5.625000e-03,
96,-3.750000e-03,
97,-1.562500e-03,
98,3.125000e-04,
99,2.343750e-03,
100,4.218750e-03,
101,6.093750e-03,
102,7.968750e-03,
103,9.374999e-03,
104,1.015625e-02,
105,1.062500e-02,
106,1.093750e-02,
107,1.125000e-02,
108,1.078125e-02,
109,9.062500e-03,
110,6.718750e-03,
111,3.906250e-03,
112,1.718750e-03,
113,1.562500e-04,
114,-4.687500e-04,
115,-6.250000e-04,
116,-7.812500e-04,
117,-6.250000e-04,
118,-4.687500e-04,
119,-1.562500e-04,
120,0.000000e+00,
121,1.562500e-04,
122,1.562500e-04,
123,1.562500e-04,
124,0.000000e+00,
125,0.000000e+00,
126,0.000000e+00,
127,0.000000e+00,
128,-1.562500e-04,
129,-3.125000e-04,
130,-3.125000e-04,
131,-3.125000e-04,
132,-6.250000e-04,
133,-9.375000e-04,
134,-1.406250e-03,
135,-1.875000e-03,
136,-2.187500e-03,
137,-2.500000e-03,
138,-2.968750e-03,
139,-3.125000e-03,
140,-3.437500e-03,
141,-3.593750e-03,
142,-3.593750e-03,
143,-3.593750e-03,
144,-3.593750e-03,
145,-3.593750e-03,
146,-3.593750e-03,
147,-3.281250e-03,
148,-3.281250e-03,
149,-3.125000e-03,
150,-2.968750e-03,
151,-2.812500e-03,
152,-2.656250e-03,
153,-2.343750e-03,
154,-2.187500e-03,
155,-1.875000e-03,
156,-1.875000e-03,
157,-1.562500e-03,
158,-1.093750e-03,
159,-4.687500e-04,
160,1.562500e-04,
161,6.250000e-04,
162,7.812500e-04,
163,7.812500e-04,
164,7.812500e-04,
165,7.812500e-04,
166,6.250000e-04,
167,4.687500e-04,
168,3.125000e-04,
169,-1.562500e-04,
170,-4.687500e-04,
171,-7.812500e-04,
172,-1.250000e-03,
173,-1.406250e-03,
174,-1.718750e-03,
175,-2.031250e-03,
176,-2.343750e-03,
177,-2.968750e-03,
178,-3.281250e-03,
179,-3.437500e-03,
180,-3.437500e-03,
181,-3.437500e-03,
182,-3.281250e-03,
183,-2.968750e-03,
184,-2.500000e-03,
185,-2.187500e-03,
186,-2.343750e-03,
187,-2.343750e-03,
188,-2.187500e-03,
189,-1.562500e-03,
190,-9.375000e-04,
191,-4.687500e-04,
192,-3.125000e-04,
193,-6.250000e-04,
194,-9.375000e-04,
195,-1.093750e-03,
196,-1.250000e-03,
197,-1.250000e-03,
198,-1.406250e-03,
199,-1.406250e-03,
200,-1.406250e-03,
201,-1.406250e-03,
202,-1.562500e-03,
203,-1.406250e-03,
204,-1.406250e-03,
205,-1.093750e-03,
206,-1.093750e-03,
207,-9.375000e-04,
208,-1.093750e-03,
209,-1.250000e-03,
210,-1.406250e-03,
211,-1.406250e-03,
212,-1.250000e-03,
213,-1.406250e-03,
214,-1.250000e-03,
215,-1.250000e-03,
216,-1.250000e-03,
217,-1.406250e-03,
218,-1.406250e-03,
219,-1.406250e-03,
220,-1.250000e-03,
221,-9.375000e-04,
222,-7.812500e-04,
223,-9.375000e-04,
224,-9.375000e-04,
225,-1.093750e-03,
226,-1.250000e-03,
227,-1.562500e-03,
228,-1.718750e-03,
229,-1.718750e-03,
230,-1.718750e-03,
231,-1.562500e-03,
232,-1.406250e-03,
233,-1.406250e-03,
234,-1.093750e-03,
235,-7.812500e-04,
236,-7.812500e-04,
237,-1.093750e-03,
238,-1.250000e-03,
239,-1.562500e-03,
240,-1.562500e-03,
241,-1.562500e-03,
242,-1.406250e-03,
243,-1.250000e-03,
244,-1.250000e-03,
245,-1.250000e-03,
246,-1.093750e-03,
247,-1.093750e-03,
248,-9.375000e-04,
249,-1.093750e-03,
250,-1.250000e-03,
251,-1.562500e-03,
252,-1.875000e-03,
253,-1.875000e-03,
254,-1.718750e-03,
255,-1.562500e-03,
256,-1.562500e-03,
257,-1.562500e-03,
258,-1.718750e-03,
259,-1.250000e-03,
260,-7.812500e-04,
261,-4.687500e-04,
262,-4.687500e-04,
263,-7.812500e-04,
264,-1.250000e-03,
265,-1.562500e-03,
266,-1.718750e-03,
267,-1.562500e-03,
